"Park Revenue","tick"
0.0,1.0
0.0,5040.0
37748.79626288912,10079.0
37570.75737550496,15118.0
37956.058045788115,20157.0
37619.88899032762,25196.0
37314.29708602254,30235.0
37440.926129890715,35274.0
37324.11102041253,40313.0
38038.09429224465,45352.0
37611.332274160115,50391.0
37447.005540087965,55430.0
37626.021875475475,60469.0
37705.01908951536,65508.0
37952.93776099399,70547.0
37583.08591434759,75586.0
37617.81370751145,80625.0
37317.67641900184,85664.0
37592.05674896084,90703.0
37860.0558915413,95742.0
37536.382000690435,100781.0
37955.29017014348,105820.0
37598.384519113904,110859.0
37677.21465511948,115898.0
37678.4720916899,120937.0
37457.94851472821,125976.0
37562.70320357945,131015.0
37926.654148770576,136054.0
37550.102911500835,141093.0
37975.77386554328,146132.0
37775.474429498565,151171.0
37597.15334549962,156210.0
37749.72967743769,161249.0
37415.24391153083,166288.0
37694.76475823804,171327.0
37365.10469351358,176366.0
