"Park Revenue","tick"
0.0,1.0
0.0,5040.0
79294.84550315257,10079.0
79896.11085114563,15118.0
58498.71157768897,20157.0
36097.22222540042,25196.0
38172.50628752245,30235.0
37910.45898951807,35274.0
37867.28912235654,40313.0
37596.14438481633,45352.0
37990.261556808706,50391.0
37756.644115717165,55430.0
37783.59620729432,60469.0
37623.66013227205,65508.0
39294.06042964675,70547.0
40819.12743679559,75586.0
41957.93898676183,80625.0
42044.30554350043,85664.0
41926.55049705948,90703.0
41902.17426455901,95742.0
42346.80380378955,100781.0
42346.054298227544,105820.0
42340.29785575376,110859.0
42585.62501189286,115898.0
41844.156495616895,120937.0
42354.08715784204,125976.0
42439.57750667307,131015.0
43664.203806378,136054.0
43406.97006862754,141093.0
44012.8333835639,146132.0
43848.903142775285,151171.0
44295.428434566704,156210.0
44507.08242442181,161249.0
44786.26502349626,166288.0
44720.40807628166,171327.0
44642.94960373584,176366.0
