"Park Revenue","tick"
0.0,1.0
0.0,5040.0
75025.17808642497,10079.0
74942.41856502682,15118.0
74330.29229638811,20157.0
74614.14917509213,25196.0
74652.9663136117,30235.0
75244.03996686717,35274.0
74072.07073882398,40313.0
74529.29181752217,45352.0
74474.85184832958,50391.0
74584.12531819465,55430.0
74901.07018574911,60469.0
74835.20371019581,65508.0
73865.11205884597,70547.0
74182.53154197335,75586.0
74384.46326540688,80625.0
74593.71229566986,85664.0
75037.4825797651,90703.0
74544.19587193587,95742.0
75004.67865531237,100781.0
74553.89683049888,105820.0
74332.79304094134,110859.0
74720.13226400521,115898.0
73915.0914653857,120937.0
74366.12347514363,125976.0
74216.88676213978,131015.0
75105.80921702295,136054.0
74538.93126986445,141093.0
74720.47439315655,146132.0
74742.144187847,151171.0
74634.26297729202,156210.0
74396.74291918598,161249.0
74634.47887542211,166288.0
74017.94092832468,171327.0
73936.0439902,176366.0
