"Park Revenue","tick"
0.0,1.0
0.0,5040.0
38259.711622335984,10079.0
36393.1638888229,15118.0
21361.006450321744,20157.0
18309.56248065309,25196.0
18561.782786499745,30235.0
18423.225788080297,35274.0
18575.293041559675,40313.0
18489.895743350724,45352.0
18411.267950046742,50391.0
18509.51832324772,55430.0
18427.98501256503,60469.0
17986.371307016892,65508.0
18646.421267212412,70547.0
18990.68777338095,75586.0
19295.756368047838,80625.0
19242.219650744642,85664.0
19423.938807705992,90703.0
19450.63050075483,95742.0
19616.79364601945,100781.0
19675.788206996596,105820.0
19662.921138897676,110859.0
19497.63740137613,115898.0
19443.52126909962,120937.0
19729.252391118083,125976.0
19784.230749993665,131015.0
19319.73571353968,136054.0
19029.948453625864,141093.0
19807.58517153952,146132.0
19646.12515468613,151171.0
18933.507409658323,156210.0
18911.630372540112,161249.0
18282.05344989538,166288.0
18706.201768079813,171327.0
19056.822116281084,176366.0
