"Park Revenue","tick"
0.0,1.0
0.0,5040.0
38233.48156489465,10079.0
38349.39417056778,15118.0
32613.51966949362,20157.0
21375.04018869106,25196.0
17923.800392426136,30235.0
17627.092794151304,35274.0
17712.246103319263,40313.0
17760.30916226268,45352.0
17804.652956638267,50391.0
17971.474492951584,55430.0
18227.88752887219,60469.0
18252.79178457548,65508.0
19381.148850023852,70547.0
20461.652459622954,75586.0
20848.15030533382,80625.0
21189.116684833647,85664.0
21235.99675053845,90703.0
21395.26634376939,95742.0
21337.75034157518,100781.0
21668.942082349044,105820.0
21329.370462373012,110859.0
21601.428010948846,115898.0
21411.820132419394,120937.0
21571.714485723027,125976.0
21912.823563866095,131015.0
21453.549052369548,136054.0
20594.151197602496,141093.0
21288.84576386343,146132.0
22755.51536324543,151171.0
24145.87778183667,156210.0
24690.72595282494,161249.0
24699.11415326035,166288.0
24678.96501761892,171327.0
24756.55666324468,176366.0
