"Park Revenue","tick"
0.0,1.0
0.0,5040.0
36708.31348771846,10079.0
36645.92927685769,15118.0
37054.745056282256,20157.0
37199.422655558745,25196.0
37124.146742302284,30235.0
37198.65919579614,35274.0
36723.42869162958,40313.0
37376.52470254894,45352.0
37189.18765613946,50391.0
36904.1073000466,55430.0
37256.60060685642,60469.0
36956.46538684805,65508.0
37502.98892311267,70547.0
37258.25997369175,75586.0
37401.77749687067,80625.0
36535.044117257,85664.0
37265.91534872618,90703.0
36903.247844812206,95742.0
36932.35673928587,100781.0
37160.15592809272,105820.0
36874.39809150218,110859.0
36975.29772995642,115898.0
36741.90329439685,120937.0
37177.0512626676,125976.0
37508.30482965452,131015.0
37378.692559211726,136054.0
36805.758499564916,141093.0
37172.603111956814,146132.0
37079.56669999616,151171.0
36656.42579164431,156210.0
37121.28909084063,161249.0
37067.315239527015,166288.0
37074.721983325704,171327.0
37186.25778676039,176366.0
