"Park Revenue","tick"
0.0,1.0
0.0,5040.0
73360.08582149564,10079.0
73784.4441267707,15118.0
73381.72520646048,20157.0
73049.40340284229,25196.0
73370.0772068416,30235.0
72722.53431946613,35274.0
73131.47456008584,40313.0
72872.8894889179,45352.0
72226.0751420574,50391.0
73213.07667395553,55430.0
73718.48874681674,60469.0
72830.68108884565,65508.0
72932.59632918674,70547.0
74289.47873967624,75586.0
72973.01669492063,80625.0
72671.03676529431,85664.0
73609.44530420369,90703.0
73072.24524574896,95742.0
73250.83593308087,100781.0
73367.93454437534,105820.0
73667.48479623237,110859.0
73414.32711183353,115898.0
73372.30108388013,120937.0
73436.3189852273,125976.0
73307.30148311575,131015.0
72987.75365939726,136054.0
73813.28602008199,141093.0
73659.24014915068,146132.0
73295.67745018726,151171.0
73600.5888508213,156210.0
72775.2469641315,161249.0
72942.81212801655,166288.0
73559.93499114821,171327.0
73424.9528824445,176366.0
