"Park Revenue","tick"
0.0,1.0
0.0,5040.0
37084.4744952034,10079.0
37470.63739410421,15118.0
37126.62077602234,20157.0
36999.52001745939,25196.0
37522.38297208907,30235.0
37150.24244709125,35274.0
37118.288215818975,40313.0
37473.52457069351,45352.0
37062.032301314706,50391.0
37063.22494964601,55430.0
36948.57321144016,60469.0
37440.057629263676,65508.0
36888.0577080558,70547.0
36819.663611758566,75586.0
37533.76016728422,80625.0
37153.23494893307,85664.0
37004.26154939447,90703.0
37145.15349480909,95742.0
37878.72819860511,100781.0
37101.82828249314,105820.0
37313.08746253867,110859.0
36835.1386653252,115898.0
37019.32304126751,120937.0
36873.25300001699,125976.0
36925.02842236657,131015.0
37026.776266312176,136054.0
37595.65177954733,141093.0
36986.174741913674,146132.0
37394.462918776466,151171.0
36951.33181320243,156210.0
36740.128791862095,161249.0
37078.447022431035,166288.0
36739.96923240818,171327.0
36882.36225479869,176366.0
