"Park Revenue","tick"
0.0,1.0
0.0,5040.0
72716.88837694959,10079.0
72562.86037567585,15118.0
72798.18269958613,20157.0
73172.7537336866,25196.0
72676.14248223159,30235.0
73047.21755226541,35274.0
73590.04481684329,40313.0
73064.08522418531,45352.0
72557.83631829107,50391.0
73165.69955679256,55430.0
73055.69911966736,60469.0
73263.4031202881,65508.0
73062.24223924917,70547.0
73681.69003192047,75586.0
73110.9861391944,80625.0
73038.3966596937,85664.0
73076.10942695482,90703.0
73256.73408302761,95742.0
73140.4452453883,100781.0
72903.77192386161,105820.0
72905.83147347432,110859.0
72660.26786236967,115898.0
72581.38648453786,120937.0
73148.4802408709,125976.0
73364.4021865714,131015.0
72793.94283934841,136054.0
73200.19536107258,141093.0
72821.53518130028,146132.0
72918.12527064042,151171.0
73025.32971411652,156210.0
73649.38285759321,161249.0
73197.77474492865,166288.0
72922.95412716916,171327.0
72583.52665579531,176366.0
