"Park Revenue","tick"
0.0,1.0
0.0,5040.0
56947.27435498501,10079.0
56908.516671222525,15118.0
56755.5244723284,20157.0
57208.2948521735,25196.0
57400.409180088296,30235.0
57239.46246803943,35274.0
57191.325681114125,40313.0
57028.965373509054,45352.0
56993.657726626436,50391.0
56823.83058199618,55430.0
56115.433453385376,60469.0
56057.34126627153,65508.0
55281.833342442485,70547.0
56216.82764591001,75586.0
53268.167293756735,80625.0
53049.74362928044,85664.0
53335.463919346126,90703.0
53473.834444394255,95742.0
53166.14880722737,100781.0
52848.32184538037,105820.0
52770.70364159123,110859.0
52949.54756359041,115898.0
52988.19849978773,120937.0
53253.10840901853,125976.0
53380.643313121946,131015.0
52444.20237436709,136054.0
51430.088811199465,141093.0
53672.39951294785,146132.0
55314.57105963827,151171.0
56273.64222710913,156210.0
56682.52378425095,161249.0
56407.09733195894,166288.0
55737.45034801273,171327.0
55849.20835120658,176366.0
