"Park Revenue","tick"
0.0,1.0
0.0,5040.0
72400.42191538644,10079.0
72842.35503552291,15118.0
72654.90530403279,20157.0
73051.11993213116,25196.0
73378.85245009318,30235.0
73135.99151725718,35274.0
73071.20880796178,40313.0
72980.7855137287,45352.0
72822.6180576858,50391.0
72935.85354669718,55430.0
73059.64920002995,60469.0
73502.03558242567,65508.0
72798.37389531703,70547.0
73656.14769871239,75586.0
72965.03333467407,80625.0
73090.48488334226,85664.0
73191.90924527486,90703.0
73337.76930251348,95742.0
72795.82844340056,100781.0
72526.00411296185,105820.0
73234.13153403533,110859.0
73829.09219576315,115898.0
72929.15746495225,120937.0
72875.55551605203,125976.0
73149.61012412017,131015.0
73209.52030006182,136054.0
73407.09077759754,141093.0
72919.8491340746,146132.0
72534.84024621634,151171.0
73286.15028212055,156210.0
73889.83131672732,161249.0
73317.79419573715,166288.0
73187.1999835325,171327.0
73049.16724272295,176366.0
