"Park Revenue","tick"
0.0,1.0
0.0,5040.0
37150.84227066648,10079.0
36987.44223143358,15118.0
37186.318697498784,20157.0
37053.638148812825,25196.0
37499.73604564644,30235.0
37413.58232605971,35274.0
37329.60208689077,40313.0
37330.06260650266,45352.0
37637.30576389645,50391.0
37266.94624481976,55430.0
37392.88870188846,60469.0
37012.24076338742,65508.0
37129.03400853824,70547.0
37774.62816194312,75586.0
37277.90042425448,80625.0
36756.88499246204,85664.0
37460.962260000015,90703.0
37132.73521503299,95742.0
37386.1584324659,100781.0
36885.054512336385,105820.0
37159.27344172896,110859.0
36803.12687488872,115898.0
37138.96370312893,120937.0
37254.41027607786,125976.0
37669.83686951289,131015.0
36857.56708074032,136054.0
36810.58993980088,141093.0
37080.875707564,146132.0
37111.48373967759,151171.0
37428.061189699285,156210.0
37308.68487631618,161249.0
37680.18373675252,166288.0
37023.61780323256,171327.0
37231.73106964612,176366.0
