"Park Revenue","tick"
0.0,1.0
0.0,5040.0
38661.12470607129,10079.0
35833.888863060805,15118.0
22665.60627618718,20157.0
18087.100968193092,25196.0
18713.330290949518,30235.0
18639.159072381717,35274.0
18806.853990699106,40313.0
18587.36172813364,45352.0
18514.851095522194,50391.0
18807.81171458234,55430.0
19206.931861515714,60469.0
19716.928243060873,65508.0
21323.044664805664,70547.0
20885.136986042562,75586.0
20322.02519974972,80625.0
20376.68829108621,85664.0
20320.015319438317,90703.0
20841.46426350457,95742.0
20700.94582458516,100781.0
21018.818540884826,105820.0
20911.08100284169,110859.0
20959.419558372607,115898.0
21129.781808876105,120937.0
20956.124579635052,125976.0
21059.68877059345,131015.0
20938.908895608154,136054.0
20849.243588961526,141093.0
21459.716555166175,146132.0
23143.985853598024,151171.0
25262.30373349344,156210.0
26045.268790088958,161249.0
26062.883585630276,166288.0
25676.76764943834,171327.0
25614.22340423214,176366.0
