"Park Revenue","tick"
0.0,1.0
0.0,5040.0
74416.89498267928,10079.0
73855.17908388731,15118.0
74595.87811848107,20157.0
74271.96946354929,25196.0
74389.22336386431,30235.0
74479.50076984597,35274.0
74466.85597907056,40313.0
73807.05272843511,45352.0
75051.77364588203,50391.0
74205.09854835412,55430.0
73955.19797070455,60469.0
73877.49048405839,65508.0
74922.93194018505,70547.0
74309.46494105631,75586.0
74936.49984411823,80625.0
74623.83386100558,85664.0
74654.20482977085,90703.0
74646.4211967136,95742.0
73805.23802755828,100781.0
74285.15591408055,105820.0
74629.23188944849,110859.0
73868.3916208568,115898.0
74430.0118410429,120937.0
74091.20866254132,125976.0
75046.22333250844,131015.0
75053.16002661575,136054.0
74273.58816322012,141093.0
74180.10151063785,146132.0
74575.53744224086,151171.0
73950.4270447447,156210.0
74092.39773666323,161249.0
74090.29706428874,166288.0
74666.843914283,171327.0
73901.8768637424,176366.0
